time,latent,alpha,beta,lambda
1955-08-16 00:00:00,0.3333398,0.9981533,1.9995602,0.49918643
1955-09-15 12:00:00,0.62815267,1.0002457,2.0035572,0.4992349
1955-10-16 00:00:00,1.5886877,0.9989785,2.0022836,0.49891958
1955-11-15 12:00:00,0.7023546,0.99866605,1.9994036,0.49948198
1955-12-16 00:00:00,0.36368474,1.0026352,1.9983159,0.5017401
1956-01-16 00:00:00,0.268239,1.0006353,1.9976885,0.5008965
1956-02-15 00:00:00,0.19447187,0.99960095,1.996977,0.50055707
1956-03-16 00:00:00,0.2422961,0.99915767,2.0035875,0.49868432
1956-04-15 12:00:00,1.2909185,0.9986196,1.9991214,0.49952924
1956-05-16 00:00:00,0.6515444,0.9993576,2.0029154,0.49895146
1956-06-15 12:00:00,1.1089134,0.99850094,1.999577,0.49935606
1956-07-16 00:00:00,0.5252378,1.0002234,2.0056674,0.49869853
1956-08-16 00:00:00,0.93194056,0.998142,2.0002713,0.49900332
1956-09-15 12:00:00,0.08529897,0.9985435,2.0038822,0.4983045
1956-10-16 00:00:00,0.50067586,0.99857587,1.9987756,0.4995938
1956-11-15 12:00:00,0.3433688,0.99825764,2.0013416,0.49879423
1956-12-16 00:00:00,0.53659576,0.99921876,2.005016,0.49835947
1957-01-16 00:00:00,1.068557,0.999969,2.0012114,0.49968183
1957-02-14 12:00:00,0.4168252,0.9995218,1.9990329,0.5000027
1957-03-16 00:00:00,0.583565,0.9987514,1.9973434,0.5000399
1957-04-15 12:00:00,0.24666822,0.99940634,2.001267,0.49938682
1957-05-16 00:00:00,0.0934631,0.9993455,1.9970905,0.5004007
1957-06-15 12:00:00,0.52948713,0.99863523,2.0029666,0.49857807
1957-07-16 00:00:00,0.01924602,0.99843836,2.0020876,0.49869865
1957-08-16 00:00:00,0.18769674,0.99816656,2.0005352,0.49894974
1957-09-15 12:00:00,0.8963414,0.9992955,2.0029347,0.49891564
1957-10-16 00:00:00,1.238736,0.99976784,2.0015347,0.49950063
1957-11-15 12:00:00,1.0068136,0.9995283,2.0006838,0.49959335
1957-12-16 00:00:00,1.0284593,0.9989402,1.9982233,0.4999142
1958-01-16 00:00:00,0.14107633,0.9995323,1.9977776,0.5003221
1958-02-14 12:00:00,2.2377942,1.0030196,2.0017664,0.5010672
1958-03-16 00:00:00,0.27896988,1.0027794,2.0007331,0.501206
1958-04-15 12:00:00,0.19703065,1.0011452,2.0001721,0.5005295
1958-05-16 00:00:00,0.65309286,0.9994323,2.0035355,0.49883434
1958-06-15 12:00:00,0.14764677,0.99981797,2.0047324,0.4987289
1958-07-16 00:00:00,0.22539966,0.99974996,2.0072503,0.4980694
1958-08-16 00:00:00,0.45120558,0.99964774,2.005875,0.49835992
1958-09-15 12:00:00,0.382915,0.99916196,2.0045416,0.4984491
1958-10-16 00:00:00,0.72064143,0.99816805,1.9993125,0.49925563
1958-11-15 12:00:00,0.027306963,0.9994578,2.0043955,0.49863303
1958-12-16 00:00:00,1.2081213,0.99995315,2.0027807,0.4992824
1959-01-16 00:00:00,0.48754907,1.0021603,1.9994282,0.50122344
1959-02-14 12:00:00,0.041722547,1.0023094,1.9999645,0.5011636
1959-03-16 00:00:00,0.38374427,0.99958867,2.0026982,0.49912098
1959-04-15 12:00:00,0.62165487,1.0005269,2.0021114,0.49973586
1959-05-16 00:00:00,0.05285102,0.9997226,2.0054038,0.49851438
1959-06-15 12:00:00,0.60378176,0.9983836,2.001907,0.49871624
1959-07-16 00:00:00,0.05071417,0.9988413,2.0029452,0.49868628
1959-08-16 00:00:00,0.41553396,0.9990516,2.0044503,0.49841672
1959-09-15 12:00:00,0.14950001,0.9991442,2.0034332,0.498716
1959-10-16 00:00:00,0.32198688,0.99826986,1.9996742,0.49921626
1959-11-15 12:00:00,0.123821735,0.9979891,1.9982418,0.4994336
1959-12-16 00:00:00,0.7879561,0.99951947,2.0005214,0.49962947
1960-01-16 00:00:00,0.8753295,1.0003351,1.9979988,0.5006685
1960-02-15 00:00:00,0.2797407,1.0017419,1.9999356,0.50088704
1960-03-16 00:00:00,0.941965,0.9993727,1.996947,0.5004503
1960-04-15 12:00:00,0.25677764,0.9993128,2.0023382,0.49907294
1960-05-16 00:00:00,0.5036703,0.9992952,2.0040843,0.4986293
1960-06-15 12:00:00,2.272462,0.9984067,2.0010486,0.49894178
1960-07-16 00:00:00,0.061446644,0.9998256,2.0073187,0.49809012
1960-08-16 00:00:00,0.12517542,0.99805635,1.9992546,0.49921423
1960-09-15 12:00:00,0.33794662,0.9986593,2.0028424,0.49862102
1960-10-16 00:00:00,0.12421677,0.99981767,2.005867,0.49844664
1960-11-15 12:00:00,0.71468765,0.9999549,1.9985179,0.5003482
1960-12-16 00:00:00,0.40524384,1.000184,2.0026789,0.4994231
1961-01-16 00:00:00,0.78260064,0.9996981,2.000056,0.49983504
1961-02-14 12:00:00,0.2514728,0.9996232,1.9995848,0.49991536
1961-03-16 00:00:00,1.0695246,0.9998102,1.9991237,0.5001242
1961-04-15 12:00:00,0.24072886,0.999961,2.0037675,0.49904045
1961-05-16 00:00:00,0.5972257,1.0000565,2.0026166,0.4993749
1961-06-15 12:00:00,0.41204792,1.0001343,2.006509,0.49844497
1961-07-16 00:00:00,0.886978,0.99981886,2.0058458,0.4984525
1961-08-16 00:00:00,0.19309446,0.99917245,2.005927,0.49811006
1961-09-15 12:00:00,0.41160056,0.9998158,2.0067866,0.4982173
1961-10-16 00:00:00,0.24887513,0.99982053,2.0048943,0.49868992
1961-11-15 12:00:00,0.008352896,0.99937123,1.998617,0.50003135
1961-12-16 00:00:00,0.17227621,0.999299,1.9996412,0.49973914
1962-01-16 00:00:00,0.22675502,0.99923843,2.0011554,0.49933076
1962-02-14 12:00:00,0.88467455,1.0034412,2.001245,0.50140846
1962-03-16 00:00:00,0.27317593,0.99995005,1.9989939,0.5002267
1962-04-15 12:00:00,0.40658283,0.99926794,2.0033123,0.49880785
